;Texto;Valor
0;Candidato é o caralh@! Jair Bolsonaro é o Presidente da República!;0
1;URGENTE: VICE- PGR volta a pedir que o STF arquive o inquérito que apura se o Presidente Jair Bolsonaro vazou dados sigilosos de uma investigação da PF que apura suposto ataque ao sistema interno do TSE.;0
2; RADICALISMO NO 7 DE SETEMBRO A inteligência militar detectou a possibilidade de movimentos mais radicais de apoio ao presidente Jair Bolsonaro tentarem se infiltrar no desfile de 7 de Setembro no Rio de Janeiro para provocar tumulto e defender a intervenção militar no País.;0
3;O DESCONDENADO ATACA NOVAMENTE O ex-presidiário e queridinho das feministas endossa a violência contra a mulher! Enquanto isso o presidente Bolsonaro, chamado de forma mentirosa de “machista”, já sancionou mais de 70 leis em favor das mulheres. É fácil escolher o lado certo!;0
4;Bolsonaro é o presidente mais protegido pelos editores e patrões dos meios de comunicação.;0
5;Alguém avisa o Poste que o Presidente Bolsonaro vetou e o PT votou para aprovar.;0
6;que legal essa ideia da band de misturar candidatos reais com fictícios. so achei q podiam ter inventado nomes mais criveis, ngm se chamaria soraya thronicke;0
7;Renata Vasconcellos perguntou no início se Jair Bolsonaro se arrepende de ter debochado dos mortos pela Covid. Presidente não respondeu. #Eleições2022;0
8;O @RicaPerrone lavou nossa alma aqui nesse comentário sobre a Fake News da imprensa contra o presidente @jairbolsonaro .;0
9;#AOVIVO Jair Bolsonaro (PL) responde a pergunta sobre pandemia #JN  Acompanhe a cobertura: http://glo.bo/3PChZtj #JornalNacional #BolsonaroNoJN #Eleições;0
10;Nosso presidente Bolsonaro sendo recebido com o carinho que ele merece!;0
11; Moraes envia a PGR pedido para indiciar o Presidente Bolsonaro. Impressionante a Perseguição ao nosso Presidente.;0
12;Dizem que 55% das publicações pró-Bolsonaro são feitas por robôs. Se você apoia o presidente Bolsonaro e não é um robô , RT, curte e comenta 22!;0
13;corpo no abismo, coração no paraíso, xie lian para presidente, hua cheng de vice mu qing e feng xin vereadores;0
14;Parece notícia venha, mas ABAIXOU DE NOVO #Brasil #Presidente #Bolsonaro #tmj;0
15;Jair Messias Bolsonaro em Belo Horizonte -  24/08/2022 -  O presidente mais popular da história do Brasil. Forças Armadas Defesa 7 de setembro;0
16;IMPACTANTE! Presidente da Confederação da Agricultura (CNA) faz discurso forte contra a volta do Lula;0
17;"""Espero que a sociedade brasileira aprenda nessas eleições: o congresso é resultado da consciência da sociedade. Não votem com rancor, votem com consciência."" (Lula) #JN";0
18;Esse é o Ex Técnico da Seleção Brasileira de Futebol mandando seu recado para o Presidente Jair Messias Bolsonaro;0
19;"TV espanhola enaltecendo o Presidente BOLSONARO; O mundo clama por mais governantes idôneos. Nos os verdadeiros Patriotas valorizamos o nosso! #BolsonaroNoPrimeiroTurno #BolsonaroNoIronberg #BolsonaroNoPanico #BolsonaroReeleitoEm2022 #Bolsonaro2022 #Sdv";0
20;"""Não tenho medo de perder as eleições numa democracia, tenho medo de perder a democracia numa eleição"". Presidente Jair Bolsonaro.";0
21;É de arrepiar! Esse é o vídeo que o Presidente sempre fala, inclusive citou ele no Flow. Prestem atenção nas palavras dele. Faz tempo que o Bolsonaro se prepara para salvar o Brasil. Valorizem esse homem! Não podemos nos acovardar. Devemos lealdade ao Presidente. (Novembro/2014);0
