;Texto;Valor
0;Presidente, por quê o senhor colocou sigilo de 100 anos em assuntos públicos, que é de satisfação pra sociedade? Como confiar?;0
1;Desejou o destino, e a cronologia de antiguidade do TSE, que Moraes fosse o presidente nas eleições de 2022.;0
2;" Alexandre de Moraes, presidente do TSE: ""Liberdade de expressão não é liberdade de agressão, da destruição da democracia, das instituições, da dignidade e de honras alheias. Liberdade de expressão não é liberdade de propagação de discursos de ódio e preconceituosos"".";0
3;ARREGOU! Bolsonaro na live de hoje não falou novamente do 7/9, TSE, eleições, exército ou transparência. Falou de jetski, gamers, peixe e radar! A Carta da Democracia murchou as falas golpistas do pigmeu político que ocupa a Presidência! Agora, só a derrota parece uma realidade!;0
4;Na sexta feira eu falei sobre a interferência de uma empresa chinesa, de Wuhan, nas eleições americanas, a Konnech. Agora há provas de que esta empresa também estava ligada a Huawei. Além dos EUA eles estão envolvidos em eleições na Austrália e Canadá. Brasileiros, fiquem atentos;0
5;Sou estudiosa da política de drogas há + de 15 anos e escrevi uma tese de doutorado sobre a legalização das drogas. Devo dizer que certo está o presidente da Colômbia, que reconheceu o fracasso da proibição e defendeu a legalização do plantio de cannabis sem licença. Freixo não.+;0
6;Bolsonaro é o melhor presidente da história: num ato de grandeza, baixou imposto de videogame, jet-ski e whey protein. Revolucionário e patriota;0
7;Parabéns, Presidente @JairBolsonaro! Valorização de importantes profissionais de Saúde, com responsabilidade. Parabéns a todos vocês enfermeiros, técnicos, auxiliares e parteiras que nos são tão preciosos!;0
8;Diz a lenda q quem vence em MG e em SP , ganha as eleições!! Com as bençãos de Deus, parece q o Capito está rleito e nas graças do povo!!;0
9;O agro rachou! “A Coalizão Brasil - Clima, Florestas e Agricultura”, movimento multissetorial e apartidário que reúne mais de 300 representantes de empresas, do agronegócio, setor financeiro, sociedade civil e academia divulgou nota divulga em favor da democracia e das eleições”.;0
10;O presidiário vai buscar apoio em Teresina. Forças do Exército de ar, terra e mar ficaram de sobreaviso para conter a enorme multidão que o recebeu no aeroporto, paralisando a cidade e o Estado. Candidato com 497% de intenção de voto de desjornalista é assim. Fenomeno.;0
11;HILÁRIO! Guga Noblat meio que admite que o Datafolha só acertou na última semana de 2018 o resultado da eleição e a Zoe Martinez não perdoou.;0
